EmployeeKey,EmployeeNumber,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DepartmentKey,JobRoleKey,EducationFieldKey,GenderKey,MaritalStatusKey,BusinessTravelKey,OverTimeKey,AttritionKey
993,1397,39,1485,25,2,3,71,3,3,3,10920,3449,3,21,4,2,1,13,2,3,6,4,0,5,2,5,1,2,2,3,2,2
994,1399,25,1372,18,1,1,93,4,2,3,6232,12477,2,11,3,2,0,6,3,2,3,2,1,2,1,1,1,2,2,1,2,2
995,1401,52,322,28,2,4,59,4,4,3,13247,9731,2,11,3,2,1,24,3,2,5,3,0,2,2,4,3,1,2,2,1,2
996,1402,43,930,6,3,1,73,2,2,3,4081,20003,1,14,3,1,0,20,3,1,20,7,1,8,2,2,3,1,1,1,1,2
997,1403,27,205,10,3,4,98,2,2,4,5769,7100,1,11,3,4,0,6,3,3,6,2,4,4,1,1,4,1,2,1,1,2
998,1405,27,135,17,4,4,51,3,1,3,2394,25681,1,13,3,4,0,8,2,3,8,2,7,7,2,2,1,1,1,1,1,1
999,1407,26,683,2,1,1,36,2,1,4,3904,4050,0,12,3,4,0,5,2,3,4,3,1,1,2,2,3,2,1,1,2,2
1000,1408,42,1147,10,3,3,31,3,4,1,16799,16616,0,14,3,3,1,21,5,3,20,7,0,9,3,6,6,1,2,1,2,2
1001,1409,52,258,8,4,3,54,3,1,1,2950,17363,9,13,3,3,0,12,2,1,5,4,0,4,2,3,2,1,2,1,2,2
1002,1411,37,1462,11,3,1,94,3,1,3,3629,19106,4,18,3,1,0,8,6,3,3,2,0,2,2,3,3,1,1,1,2,2
1003,1412,35,200,18,2,3,60,3,3,4,9362,19944,2,11,3,3,0,10,2,3,2,2,2,2,2,4,1,2,1,2,2,2
1004,1415,25,949,1,3,1,81,3,1,4,3229,4910,4,11,3,2,1,7,2,2,3,2,0,2,2,3,5,2,2,1,2,2
1005,1417,26,652,7,3,3,100,4,1,1,3578,23577,0,12,3,4,0,8,2,3,7,7,0,7,2,3,2,2,1,1,2,2
1006,1419,29,332,17,3,2,51,2,3,1,7988,9769,1,13,3,1,0,10,3,2,10,9,0,9,3,9,2,2,1,1,2,2
1007,1420,49,1475,28,2,1,97,2,2,1,4284,22710,3,20,4,1,0,20,2,3,4,3,1,3,2,3,1,2,1,2,2,1
1008,1421,29,337,14,1,3,84,3,3,4,7553,22930,0,12,3,1,0,9,1,3,8,7,7,7,2,5,2,1,1,2,1,1
1009,1422,54,971,1,3,4,54,3,4,4,17328,5652,6,19,3,4,0,29,3,2,20,7,12,7,2,8,3,1,1,1,2,2
1010,1423,58,1055,1,3,4,76,3,5,1,19701,22456,3,21,4,3,1,32,3,3,9,8,1,5,2,8,3,1,2,1,1,2
1011,1424,55,1136,1,4,2,81,4,4,4,14732,12414,2,13,3,4,2,31,4,4,7,7,0,0,2,8,3,2,3,1,2,2
1012,1425,36,1174,3,4,1,99,3,2,2,9278,20763,3,16,3,4,0,15,3,3,5,4,0,1,1,1,4,1,1,1,1,2
1013,1427,31,667,1,4,2,50,1,1,3,1359,16154,1,12,3,2,0,1,3,3,1,0,0,0,1,7,1,1,1,2,2,1
1014,1428,30,855,7,4,4,73,3,2,1,4779,12761,7,14,3,2,2,8,3,3,3,2,0,2,1,1,4,1,3,1,2,2
1015,1430,31,182,8,5,1,93,3,4,2,16422,8847,3,11,3,3,0,9,3,4,3,2,1,0,2,8,1,1,1,1,2,2
1016,1431,34,560,1,4,4,91,3,1,1,2996,20284,5,14,3,3,2,10,2,3,4,3,1,3,2,2,2,2,3,2,2,2
1017,1433,31,202,8,3,1,34,2,1,2,1261,22262,1,12,3,3,0,1,3,4,1,0,0,0,2,2,1,1,1,1,2,1
1018,1434,27,1377,11,1,2,91,3,1,1,2099,7679,0,14,3,2,0,6,3,4,5,0,1,4,2,3,1,2,2,1,2,2
1019,1435,36,172,4,4,1,37,2,2,4,5810,22604,1,16,3,3,0,10,2,2,10,4,1,8,2,3,1,2,1,1,2,2
1020,1436,36,329,16,4,3,98,2,2,1,5647,13494,4,13,3,1,2,11,3,2,3,2,0,2,1,1,4,1,2,1,2,2
1021,1438,47,465,1,3,1,74,3,1,4,3420,10205,7,12,3,3,1,17,2,2,6,5,1,2,2,2,5,2,2,1,2,2
1022,1439,25,383,9,2,1,68,2,1,1,4400,15182,3,12,3,1,0,6,2,3,3,2,2,2,1,7,1,2,2,1,2,1
1023,1440,37,1413,5,2,3,84,4,1,3,3500,25470,0,14,3,1,0,7,2,1,6,5,1,3,2,3,5,2,1,3,2,2
1024,1441,56,1255,1,2,1,90,3,1,1,2066,10494,2,22,4,4,1,5,3,4,3,2,1,0,2,2,1,1,2,1,2,2
1025,1443,47,359,2,4,1,82,3,4,3,17169,26703,3,19,3,2,2,26,2,4,20,17,5,6,2,8,3,1,2,1,2,2
1026,1445,24,1476,4,1,4,42,3,2,3,4162,15211,1,12,3,3,2,5,3,3,5,4,0,3,1,1,3,1,2,1,1,2
1027,1446,32,601,7,5,4,97,3,2,4,9204,23343,4,12,3,3,1,7,3,2,4,3,0,3,1,1,4,2,2,1,2,2
1028,1447,34,401,1,3,4,86,2,1,2,3294,3708,5,17,3,1,1,7,2,2,5,4,0,2,2,3,1,1,2,1,2,2
1029,1448,41,1283,5,5,2,90,4,1,3,2127,5561,2,12,3,1,0,7,5,2,4,2,0,3,2,2,3,2,2,1,1,2
1030,1449,40,663,9,4,3,81,3,2,3,3975,23099,3,11,3,3,2,11,2,4,8,7,0,7,2,3,2,2,3,3,2,2
1031,1453,31,326,8,2,1,31,3,3,4,10793,8386,1,18,3,1,1,13,5,3,13,7,9,9,1,1,1,2,3,1,2,2
1032,1457,46,377,9,3,1,52,3,3,4,10096,15986,4,11,3,1,1,28,1,4,7,7,4,3,1,1,4,2,3,1,2,1
1033,1458,39,592,2,3,1,54,2,1,1,3646,17181,2,23,4,2,0,11,2,4,1,0,0,0,2,3,1,1,1,3,1,1
1034,1459,31,1445,1,5,3,100,4,3,2,7446,8931,1,11,3,1,0,10,2,3,10,8,4,7,2,4,1,1,1,2,2,1
1035,1460,45,1038,20,3,2,95,1,3,1,10851,19863,2,18,3,2,1,24,2,3,7,7,0,7,2,5,3,2,3,1,1,2
1036,1461,31,1398,8,2,4,96,4,1,2,2109,24609,9,18,3,4,0,8,3,3,3,2,0,2,3,9,3,1,1,1,2,2
1037,1464,31,523,2,3,2,94,3,1,4,3722,21081,6,13,3,3,1,7,2,1,2,2,2,2,2,3,1,2,2,2,1,1
1038,1465,45,1448,29,3,2,55,3,3,4,9380,14720,4,18,3,4,2,10,4,4,3,1,1,2,2,4,5,2,2,1,1,2
1039,1466,48,1221,7,3,3,96,3,2,1,5486,24795,4,11,3,1,3,15,3,3,2,2,2,2,1,1,4,2,3,1,2,2
1040,1467,34,1107,9,4,1,52,3,1,3,2742,3072,1,15,3,4,0,2,0,3,2,2,2,2,3,9,5,1,2,1,2,1
1041,1468,40,218,8,1,4,55,2,3,2,13757,25178,2,11,3,3,1,16,5,3,9,8,4,8,2,8,3,2,3,3,2,2
1042,1469,28,866,5,3,4,84,3,2,1,8463,23490,0,18,3,4,0,6,4,3,5,4,1,3,1,1,3,2,1,1,2,2
1043,1471,44,981,5,3,3,90,2,1,3,3162,7973,3,14,3,4,0,7,5,3,5,2,0,3,2,3,1,2,1,3,2,2
1044,1472,53,447,2,3,4,39,4,4,2,16598,19764,4,12,3,2,0,35,2,2,9,8,8,8,2,8,3,2,1,1,2,2
1045,1473,49,1495,5,4,1,96,3,2,3,6651,21534,2,14,3,2,1,20,0,2,3,2,1,2,2,5,5,2,2,1,2,2
1046,1474,40,896,2,3,3,68,3,1,3,2345,8045,2,14,3,3,1,8,3,4,3,1,1,2,2,2,3,2,3,1,2,2
1047,1475,44,1467,20,3,4,49,3,1,2,3420,21158,1,13,3,3,0,6,3,2,5,2,1,3,2,2,1,2,1,1,2,2
1048,1477,33,430,7,3,4,54,3,2,1,4373,17456,0,14,3,1,2,5,2,3,4,3,0,3,1,1,3,2,2,2,2,2
1049,1478,34,1326,3,3,4,81,1,2,1,4759,15891,3,18,3,4,0,15,2,3,13,9,3,12,1,1,2,2,1,1,2,2
1050,1479,30,1358,16,1,4,96,3,2,3,5301,2939,8,15,3,3,2,4,2,2,2,1,2,2,1,1,1,2,2,1,2,2
1051,1480,42,748,9,2,1,74,3,1,4,3673,16458,1,13,3,3,0,12,3,3,12,9,5,8,2,3,3,1,1,2,2,2
1052,1481,44,383,1,5,1,79,3,2,3,4768,9282,7,12,3,3,1,11,4,2,1,0,0,0,1,1,4,1,2,2,2,2
1053,1482,30,990,7,3,3,64,3,1,3,1274,7152,1,13,3,2,2,1,2,2,1,0,0,0,2,2,5,2,3,3,2,2
1054,1483,57,405,1,2,2,93,4,2,3,4900,2721,0,24,4,1,1,13,2,2,12,9,2,8,2,2,1,2,2,1,2,2
1055,1484,49,1490,7,4,3,35,3,3,2,10466,20948,3,14,3,2,2,29,3,3,8,7,0,7,2,5,1,2,3,1,2,2
1056,1485,34,829,15,3,2,71,3,4,1,17007,11929,7,14,3,4,2,16,3,2,14,8,6,9,2,8,3,2,3,2,2,2
1057,1486,28,1496,1,3,1,92,3,1,3,2909,15747,3,15,3,4,1,5,3,4,3,2,1,2,1,7,5,2,2,2,2,1
1058,1487,29,115,13,3,1,51,3,2,2,5765,17485,5,11,3,1,0,7,4,1,5,3,0,0,1,1,5,1,1,2,2,1
1059,1489,34,790,24,4,1,40,2,2,2,4599,7815,0,23,4,3,0,16,2,4,15,9,10,10,1,1,3,1,1,1,1,1
1060,1492,35,660,7,1,4,76,3,1,3,2404,16192,1,13,3,1,1,1,3,3,1,0,0,0,1,7,1,2,2,1,2,2
1061,1494,24,381,9,3,2,89,3,1,1,3172,16998,2,11,3,3,0,4,2,2,0,0,0,0,2,3,3,2,1,2,1,1
1062,1495,24,830,13,2,4,78,3,1,2,2033,7103,1,13,3,3,1,1,2,3,1,0,0,0,1,7,1,1,2,3,2,2
1063,1496,44,1193,2,1,2,86,3,3,3,10209,19719,5,18,3,2,0,16,2,2,2,2,2,2,2,4,3,2,1,2,1,2
1064,1497,29,1246,19,3,3,77,2,2,3,8620,23757,1,14,3,3,2,10,3,3,10,7,0,4,1,1,1,2,3,1,2,2
1065,1499,30,330,1,3,3,46,3,1,3,2064,15428,0,21,4,1,1,6,3,4,5,3,1,3,3,9,1,2,3,1,2,2
1066,1501,55,1229,4,4,4,30,3,2,3,4035,16143,0,16,3,2,0,4,2,3,3,2,1,2,2,5,1,2,2,1,1,2
1067,1502,33,1099,4,4,1,82,2,1,2,3838,8192,8,11,3,4,0,8,5,3,5,4,0,2,2,3,3,1,2,1,2,2
1068,1503,47,571,14,3,3,78,3,2,3,4591,24200,3,17,3,3,1,11,4,2,5,4,1,2,1,1,3,1,2,1,1,2
1069,1504,28,289,2,2,3,38,2,1,1,2561,5355,7,11,3,3,0,8,2,2,0,0,0,0,2,3,3,2,1,2,2,1
1070,1506,28,1423,1,3,1,72,2,1,3,1563,12530,1,14,3,4,1,1,2,1,1,0,0,0,2,2,1,2,3,1,2,2
1071,1507,28,467,7,3,3,55,3,2,1,4898,11827,0,14,3,4,0,5,5,3,4,2,1,3,1,1,1,2,1,2,2,2
1072,1509,49,271,3,2,3,43,2,2,1,4789,23070,4,25,4,1,1,10,3,3,3,2,1,2,2,3,3,1,2,1,2,2
1073,1513,29,410,2,1,4,97,3,1,2,3180,4668,0,13,3,3,3,4,3,3,3,2,0,2,2,3,1,1,2,2,2,2
1074,1514,28,1083,29,1,3,96,1,2,2,6549,3173,1,14,3,2,2,8,2,2,8,6,1,7,2,4,1,2,2,1,2,2
1075,1515,33,516,8,5,4,69,3,2,3,6388,22049,2,17,3,1,0,14,6,3,0,0,0,0,2,5,1,2,1,1,1,2
1076,1516,32,495,10,3,3,64,3,3,4,11244,21072,2,25,4,2,0,10,5,4,5,2,0,0,2,6,3,2,1,1,2,2
1077,1520,54,1050,11,4,2,87,3,4,4,16032,24456,3,20,4,1,1,26,2,3,14,9,1,12,2,6,3,1,3,2,2,2
1078,1522,29,224,1,4,1,100,2,1,1,2362,7568,6,13,3,3,0,11,2,1,9,7,0,7,2,2,5,2,1,1,2,1
1079,1523,44,136,28,3,4,32,3,4,1,16328,22074,3,13,3,3,1,24,1,4,20,6,14,17,2,8,1,2,2,1,2,2
1080,1525,39,1089,6,3,2,32,3,3,2,8376,9150,4,18,3,4,0,9,3,3,2,0,2,2,2,4,1,1,1,1,2,2
1081,1527,46,228,3,3,3,51,3,4,2,16606,11380,8,12,3,4,1,23,2,4,13,12,5,1,1,6,1,1,2,1,2,2
1082,1529,35,1029,16,3,4,91,2,3,2,8606,21195,1,19,3,4,0,11,3,1,11,8,3,3,2,5,1,1,1,1,2,2
1083,1533,23,507,20,1,1,97,3,2,3,2272,24812,0,14,3,2,0,5,2,3,4,3,1,2,2,3,1,2,1,1,2,2
1084,1534,40,676,9,4,4,86,3,1,1,2018,21831,3,14,3,2,0,15,3,1,5,4,1,0,2,3,1,2,1,1,2,1
1085,1535,34,971,1,3,4,64,2,3,3,7083,12288,1,14,3,4,0,10,3,3,10,9,8,6,1,1,5,2,2,1,1,2
1086,1537,31,561,3,3,4,33,3,1,3,4084,4156,1,12,3,1,0,7,2,1,7,2,7,7,2,2,1,1,1,2,2,1
1087,1539,50,333,22,5,3,88,1,4,4,14411,24450,1,13,3,4,0,32,2,3,32,6,13,9,2,8,3,2,1,2,1,2
1088,1541,34,1440,7,2,2,55,3,1,3,2308,4944,0,25,4,2,1,12,4,3,11,10,5,7,1,7,5,2,2,1,1,2
1089,1542,42,1210,2,3,3,68,2,1,2,4841,24052,4,14,3,2,1,4,3,3,1,0,0,0,2,3,3,2,2,1,2,2
1090,1543,37,674,13,3,1,47,3,2,4,4285,3031,1,17,3,1,0,10,2,3,10,8,3,7,2,2,3,2,2,1,2,2
1091,1544,29,441,8,1,3,39,1,2,1,9715,7288,3,13,3,3,1,9,3,3,7,7,0,7,2,5,2,1,2,1,2,2
1092,1545,33,575,25,3,4,44,2,2,2,4320,24152,1,13,3,4,0,5,2,3,5,3,0,2,2,4,1,2,1,1,2,2
1093,1546,45,950,28,3,4,97,3,1,4,2132,4585,4,20,4,4,1,8,3,3,5,4,0,3,2,2,5,2,2,1,2,2
1094,1547,42,288,2,3,4,40,3,3,4,10124,18611,2,14,3,3,1,24,3,1,20,8,13,9,2,5,1,2,2,2,1,2
1095,1548,40,1342,9,2,1,47,3,2,1,5473,19345,0,12,3,4,0,9,5,4,8,4,7,1,1,1,3,2,2,1,2,2
1096,1549,33,589,28,4,2,79,3,2,3,5207,22949,1,12,3,2,1,15,3,3,15,14,5,7,2,3,1,2,2,1,1,2
1097,1550,40,898,6,2,3,38,3,4,4,16437,17381,1,21,4,4,0,21,2,3,21,7,7,7,3,6,3,2,1,1,1,2
1098,1551,24,350,21,2,3,57,2,1,1,2296,10036,0,14,3,2,3,2,3,3,1,1,0,0,2,3,5,2,3,1,2,2
1099,1552,40,1142,8,2,4,72,3,2,4,4069,8841,3,18,3,3,0,8,2,3,2,2,2,2,2,5,1,2,3,3,1,2
1100,1553,45,538,1,4,1,66,3,3,2,7441,20933,1,12,3,1,3,10,4,3,10,8,7,7,2,5,5,2,3,1,2,2
1101,1554,35,1402,28,4,2,98,2,1,3,2430,26204,0,23,4,1,2,6,5,3,5,3,4,2,1,7,1,1,2,1,2,2
1102,1555,32,824,5,2,4,67,2,2,2,5878,15624,3,12,3,1,1,12,2,3,7,1,2,5,2,2,1,1,2,1,2,2
1103,1556,36,1157,2,4,3,70,3,1,4,2644,17001,3,21,4,4,0,7,3,2,3,2,1,2,1,7,1,2,1,1,1,2
1104,1557,48,492,16,4,3,96,3,2,3,6439,13693,8,14,3,3,1,18,2,3,8,7,7,7,1,1,1,1,3,1,2,2
1105,1558,29,598,9,3,3,91,4,1,3,2451,22376,6,18,3,1,2,5,2,2,1,0,0,0,2,2,1,2,2,1,2,2
1106,1560,33,1242,8,4,1,46,3,2,1,6392,10589,2,13,3,4,1,8,6,1,2,2,2,2,1,1,1,2,2,1,2,2
1107,1562,30,740,1,3,2,64,2,2,1,9714,5323,1,11,3,4,1,10,4,3,10,8,6,7,1,1,1,2,2,1,2,1
1108,1563,38,888,10,4,3,71,3,2,3,6077,14814,3,11,3,3,0,10,2,3,6,3,1,2,3,9,6,2,2,2,2,2
1109,1564,35,992,1,3,4,68,2,1,1,2450,21731,1,19,3,2,0,3,3,3,3,0,1,2,2,3,3,2,1,1,2,2
1110,1568,30,1288,29,4,3,33,3,3,2,9250,17799,3,12,3,2,1,9,3,3,4,2,1,3,1,1,5,2,2,1,2,2
1111,1569,35,104,2,3,1,69,3,1,1,2074,26619,1,12,3,4,1,1,2,3,1,0,0,0,2,3,1,1,3,1,1,1
1112,1572,53,607,2,5,3,78,2,3,4,10169,14618,0,16,3,2,1,34,4,3,33,7,1,9,2,4,5,1,2,1,2,1
1113,1573,38,903,2,3,3,81,3,2,2,4855,7653,4,11,3,1,2,7,2,3,5,2,1,4,2,4,3,2,2,1,2,1
1114,1574,32,1200,1,4,4,62,3,2,1,4087,25174,4,14,3,2,1,9,3,2,6,5,1,2,2,2,5,2,2,3,2,2
1115,1576,48,1108,15,4,3,65,3,1,1,2367,16530,8,12,3,4,1,10,3,2,8,2,7,6,2,2,2,1,2,1,2,2
1116,1577,34,479,7,4,1,35,3,1,4,2972,22061,1,13,3,3,0,1,4,1,1,0,0,0,2,2,3,2,1,1,2,2
1117,1578,55,685,26,5,3,60,2,5,4,19586,23037,1,21,4,3,1,36,3,3,36,6,2,13,1,6,4,2,2,1,2,2
1118,1580,34,1351,1,4,2,45,3,2,4,5484,13008,9,17,3,2,1,9,3,2,2,2,2,1,2,2,1,2,2,1,2,2
1119,1581,26,474,3,3,1,89,3,1,4,2061,11133,1,21,4,1,0,1,5,3,1,0,0,0,2,2,1,1,2,1,2,2
1120,1582,38,1245,14,3,3,80,3,2,2,9924,12355,0,11,3,4,1,10,3,3,9,8,7,7,1,1,1,2,2,1,2,2
1121,1583,38,437,16,3,2,90,3,2,2,4198,16379,2,12,3,2,0,8,5,4,3,2,1,2,1,1,1,1,1,1,2,2
1122,1585,36,884,1,4,2,73,3,2,3,6815,21447,6,13,3,1,0,15,5,3,1,0,0,0,1,1,1,1,1,1,2,2
1123,1586,29,1370,3,1,2,87,3,1,1,4723,16213,1,18,3,4,0,10,3,3,10,9,1,5,2,3,3,2,1,1,1,2
1124,1587,35,670,10,4,1,51,3,2,3,6142,4223,3,16,3,3,0,10,4,3,5,2,0,4,2,5,3,1,1,1,1,2
1125,1588,39,1462,6,3,4,38,4,3,3,8237,4658,2,11,3,1,1,11,3,3,7,6,7,6,1,1,3,2,2,1,2,2
1126,1590,29,995,2,1,1,87,3,2,4,8853,24483,1,19,3,4,1,6,0,4,6,4,1,3,2,5,1,2,3,2,2,2
1127,1591,50,264,9,3,3,59,3,5,3,19331,19519,4,16,3,3,1,27,2,3,1,0,0,0,1,6,4,2,2,1,1,2
1128,1592,23,977,10,3,4,45,4,1,3,2073,12826,2,16,3,4,1,4,2,3,2,2,2,2,2,2,5,2,2,1,2,2
1129,1594,36,1302,6,4,1,80,4,2,1,5562,19711,3,13,3,4,1,9,3,3,3,2,0,2,2,3,1,2,2,2,1,2
1130,1595,42,1059,9,2,4,93,2,5,4,19613,26362,8,22,4,4,0,24,2,3,1,0,0,1,2,6,2,2,1,1,2,2
1131,1596,35,750,28,3,2,46,4,2,3,3407,25348,1,17,3,4,2,10,3,2,10,9,6,8,2,3,1,2,2,1,2,2
1132,1597,34,653,10,4,4,92,2,2,3,5063,15332,1,14,3,2,1,8,3,2,8,2,7,7,2,5,5,2,2,2,2,2
1133,1598,40,118,14,2,4,84,3,2,1,4639,11262,1,15,3,3,1,5,2,3,5,4,1,2,1,1,1,1,2,1,2,2
1134,1599,43,990,27,3,4,87,4,1,2,4876,5855,5,12,3,3,1,8,0,3,6,4,0,2,2,3,5,2,3,1,2,2
1135,1601,35,1349,7,2,3,63,2,1,4,2690,7713,1,18,3,4,1,1,5,2,1,0,0,1,2,3,1,2,2,1,2,2
1136,1602,46,563,1,4,4,56,4,4,1,17567,3156,1,15,3,2,0,27,5,1,26,0,0,12,1,6,1,2,1,1,2,2
1137,1604,28,329,24,3,3,51,3,1,2,2408,7324,1,17,3,3,3,1,3,3,1,1,0,0,2,3,3,2,2,1,1,1
1138,1605,22,457,26,2,2,85,2,1,3,2814,10293,1,14,3,2,0,4,2,2,4,2,1,3,2,2,2,1,2,3,1,2
1139,1606,50,1234,20,5,2,41,3,4,3,11245,20689,2,15,3,3,1,32,3,3,30,8,12,13,2,5,3,2,2,2,1,2
1140,1607,32,634,5,4,2,35,4,1,4,3312,18783,3,17,3,4,2,6,3,3,3,2,0,2,2,2,2,1,2,1,2,2
1141,1608,44,1313,7,3,2,31,3,5,4,19049,3549,0,14,3,4,1,23,4,2,22,7,1,10,2,8,3,1,3,1,1,2
1142,1609,30,241,7,3,2,48,2,1,2,2141,5348,1,12,3,2,1,6,3,2,6,4,1,1,2,2,3,2,2,1,2,2
1143,1611,45,1015,5,5,3,50,1,2,1,5769,23447,1,14,3,1,0,10,3,3,10,7,1,4,2,3,3,1,1,1,1,2
1144,1612,45,336,26,3,1,52,2,2,1,4385,24162,1,15,3,1,1,10,2,3,10,7,4,5,1,1,4,2,2,3,2,2
1145,1613,31,715,2,4,4,54,3,2,1,5332,21602,7,13,3,4,0,10,3,3,5,2,0,3,1,1,2,2,1,2,2,2
1146,1614,36,559,12,4,3,76,3,2,3,4663,12421,9,12,3,2,2,7,2,3,3,2,1,1,2,4,1,1,2,1,1,2
1147,1615,34,426,10,4,3,42,4,2,4,4724,17000,1,13,3,1,1,9,3,3,9,7,7,2,2,4,1,2,3,2,2,2
1148,1617,49,722,25,4,3,84,3,1,1,3211,22102,1,14,3,4,1,10,3,2,9,6,1,4,2,3,1,1,2,1,2,2
1149,1618,39,1387,10,5,2,76,3,2,1,5377,3835,2,13,3,4,3,10,3,3,7,7,7,7,2,4,3,2,2,1,2,2
1150,1619,27,1302,19,3,4,67,2,1,1,4066,16290,1,11,3,1,2,7,3,3,7,7,0,7,2,3,2,2,3,1,2,2
1151,1621,35,819,18,5,2,48,4,2,1,5208,26312,1,11,3,4,0,16,2,3,16,15,1,10,2,2,1,2,2,1,2,2
1152,1622,28,580,27,3,2,39,1,2,1,4877,20460,0,21,4,2,1,6,5,2,5,3,0,0,2,4,3,1,3,1,2,2
1153,1623,21,546,5,1,3,97,3,1,4,3117,26009,1,18,3,3,0,3,2,3,2,2,2,2,2,2,3,2,1,1,2,2
1154,1624,18,544,3,2,2,70,3,1,4,1569,18420,1,12,3,3,0,0,2,4,0,0,0,0,1,7,3,1,1,2,1,1
1155,1625,47,1176,26,4,4,98,3,5,3,19658,5220,3,11,3,3,1,27,2,3,5,2,1,0,3,6,1,1,2,1,2,2
1156,1627,39,170,3,2,3,76,2,2,3,3069,10302,0,15,3,4,1,11,3,3,10,8,0,7,2,3,3,2,3,1,2,2
1157,1628,40,884,15,3,1,80,2,3,3,10435,25800,1,13,3,4,2,18,2,3,18,15,14,12,2,4,1,1,2,1,2,2
1158,1630,35,208,8,4,3,52,3,2,3,4148,12250,1,12,3,4,1,15,5,3,14,11,2,9,2,5,1,1,2,3,2,2
1159,1631,37,671,19,3,3,85,3,2,3,5768,26493,3,17,3,1,3,9,2,2,4,3,0,2,2,4,1,2,2,1,2,2
1160,1633,39,711,4,3,1,81,3,2,3,5042,3140,0,13,3,4,0,10,2,1,9,2,3,8,2,4,3,1,1,2,2,2
1161,1635,45,1329,2,2,4,59,2,2,4,5770,5388,1,19,3,1,2,10,3,3,10,7,3,9,2,4,2,1,3,1,2,2
1162,1638,38,397,2,2,4,54,2,3,3,7756,14199,3,19,3,4,1,10,6,4,5,4,0,2,2,4,3,1,2,1,1,2
1163,1639,35,737,10,3,4,55,2,3,1,10306,21530,9,17,3,3,0,15,3,3,13,12,6,0,1,1,3,2,2,1,2,1
1164,1640,37,1470,10,3,2,71,3,1,2,3936,9953,1,11,3,1,1,8,2,1,8,4,7,7,2,2,3,1,2,1,2,2
1165,1641,40,448,16,3,3,84,3,3,4,7945,19948,6,15,3,4,0,18,2,2,4,2,3,3,2,4,1,1,1,1,1,2
1166,1642,44,602,1,5,1,37,3,2,4,5743,10503,4,11,3,3,0,14,3,3,10,7,0,2,3,9,6,2,2,2,1,2
1167,1644,48,365,4,5,3,89,2,4,4,15202,5602,2,25,4,2,1,23,3,3,2,2,2,2,2,6,3,2,2,2,2,2
1168,1645,35,763,15,2,1,59,1,2,4,5440,22098,6,14,3,4,2,7,2,2,2,2,2,2,1,1,3,2,3,1,1,1
1169,1646,24,567,2,1,1,32,3,1,4,3760,17218,1,13,3,3,0,6,2,3,6,3,1,3,2,2,5,1,1,2,1,2
1170,1647,27,486,8,3,2,86,4,1,3,3517,22490,7,17,3,1,0,5,0,3,3,2,0,2,2,2,3,1,2,1,2,2
1171,1648,27,591,2,3,4,87,3,1,4,2580,6297,2,13,3,3,0,6,0,2,4,2,1,2,2,2,3,2,1,2,2,2
1172,1649,40,1329,7,3,1,73,3,1,1,2166,3339,3,14,3,2,0,10,3,1,4,2,0,3,2,3,1,2,1,1,1,1
1173,1650,29,469,10,3,3,42,2,2,3,5869,23413,9,11,3,3,0,8,2,3,5,2,1,4,1,1,3,2,1,1,2,2
1174,1651,36,711,5,4,2,42,3,3,1,8008,22792,4,12,3,3,2,9,6,3,3,2,0,2,2,5,1,1,2,1,2,2
1175,1653,25,772,2,1,4,77,4,2,3,5206,4973,1,17,3,3,2,7,6,3,7,7,0,7,2,4,1,2,3,2,2,2
1176,1654,39,492,12,3,4,66,3,2,2,5295,7693,4,21,4,3,0,7,3,3,5,4,1,0,2,4,3,2,2,1,2,2
1177,1655,49,301,22,4,1,72,3,4,2,16413,3498,3,16,3,2,2,27,2,3,4,2,1,2,2,8,2,1,2,1,2,2
1178,1656,50,813,17,5,4,50,2,3,1,13269,21981,5,15,3,3,3,19,3,3,14,11,1,11,2,8,1,1,3,1,2,2
1179,1657,20,1141,2,3,3,31,3,1,3,2783,13251,1,19,3,1,0,2,3,3,2,2,2,2,1,7,3,1,1,1,2,2
1180,1658,34,1130,3,3,4,66,3,2,2,5433,19332,1,12,3,3,1,11,2,3,11,8,7,9,2,2,1,1,3,1,2,2
1181,1659,36,311,7,3,1,77,3,1,2,2013,10950,2,11,3,3,0,15,4,3,4,3,1,3,2,3,1,2,1,1,2,2
1182,1661,49,465,6,1,3,41,2,4,3,13966,11652,2,19,3,2,1,30,3,3,15,11,2,12,2,5,1,1,2,1,1,2
1183,1662,36,894,1,4,4,33,2,2,3,4374,15411,0,15,3,3,0,4,6,3,3,2,1,2,2,4,3,1,2,3,2,2
1184,1664,36,1040,3,2,4,79,4,2,1,6842,26308,6,20,4,1,1,13,3,3,5,4,0,4,2,5,1,2,3,1,2,2
1185,1665,54,584,22,5,2,91,3,4,3,17426,18685,3,25,4,3,1,36,6,3,10,8,4,7,2,6,3,1,2,1,2,2
1186,1666,43,1291,15,2,3,65,2,4,3,17603,3525,1,24,4,1,1,14,3,3,14,10,6,11,2,8,1,2,2,1,2,2
1187,1667,35,880,12,4,4,36,3,2,4,4581,10414,3,24,4,1,0,13,2,4,11,9,6,7,1,1,2,2,1,2,1,1
